0.00.514.172 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.515.798 W srv  llama_server: -----------------
0.00.515.803 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.515.804 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.515.804 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.515.804 W srv  llama_server: -----------------
0.00.527.795 I srv    load_model: loading model 'bartowski/Meta-Llama-3.1-8B-Instruct-GGUF:Q4_K_M'
0.06.604.325 I cmn          init: llama threadpool init, n_threads = 20
0.07.081.770 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 77312, kv_unified = 'true'
0.07.086.645 I srv  llama_server: model loaded
0.07.086.653 I srv  llama_server: listening on http://127.0.0.1:8081
0.08.036.563 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
2.32.581.943 I slot print_timing: id  2 | task 9732 |       total time =     439.23 ms /    37 tokens
2.32.581.944 I slot print_timing: id  2 | task 9732 |    graphs reused =       9642
2.32.582.054 I slot      release: id  2 | task 9732 | stop processing: n_tokens = 2219, truncated = 0
2.32.618.360 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.996 (> 0.100 thold), f_keep = 0.984
2.32.618.514 I slot launch_slot_: id  2 | task 9761 | processing task, is_child = 0
2.33.042.173 I slot print_timing: id  2 | task 9761 | prompt eval time =      34.92 ms /     8 tokens (    4.36 ms per token,   229.10 tokens per second)
2.33.042.179 I slot print_timing: id  2 | task 9761 |        eval time =     388.61 ms /    29 tokens (   13.88 ms per token,    72.05 tokens per second)
2.33.042.181 I slot print_timing: id  2 | task 9761 |       total time =     423.53 ms /    37 tokens
2.33.042.181 I slot print_timing: id  2 | task 9761 |    graphs reused =       9669
2.33.042.292 I slot      release: id  2 | task 9761 | stop processing: n_tokens = 2219, truncated = 0
2.33.053.397 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.996 (> 0.100 thold), f_keep = 0.984
2.33.053.561 I slot launch_slot_: id  2 | task 9791 | processing task, is_child = 0
2.33.450.745 I slot print_timing: id  2 | task 9791 | prompt eval time =      34.88 ms /     8 tokens (    4.36 ms per token,   229.32 tokens per second)
2.33.450.751 I slot print_timing: id  2 | task 9791 |        eval time =     362.17 ms /    27 tokens (   13.93 ms per token,    71.79 tokens per second)
2.33.450.751 I slot print_timing: id  2 | task 9791 |       total time =     397.06 ms /    35 tokens
2.33.450.752 I slot print_timing: id  2 | task 9791 |    graphs reused =       9694
2.33.450.865 I slot      release: id  2 | task 9791 | stop processing: n_tokens = 2217, truncated = 0
2.33.461.866 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 0.985
2.33.462.030 I slot launch_slot_: id  2 | task 9819 | processing task, is_child = 0
2.33.875.500 I slot print_timing: id  2 | task 9819 | prompt eval time =      38.80 ms /    10 tokens (    3.88 ms per token,   257.72 tokens per second)
2.33.875.506 I slot print_timing: id  2 | task 9819 |        eval time =     374.54 ms /    28 tokens (   13.87 ms per token,    72.09 tokens per second)
2.33.875.507 I slot print_timing: id  2 | task 9819 |       total time =     413.35 ms /    38 tokens
2.33.875.508 I slot print_timing: id  2 | task 9819 |    graphs reused =       9720
2.33.875.618 I slot      release: id  2 | task 9819 | stop processing: n_tokens = 2220, truncated = 0
2.33.901.721 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 0.983
2.33.901.879 I slot launch_slot_: id  2 | task 9848 | processing task, is_child = 0
2.34.343.983 I slot print_timing: id  2 | task 9848 | prompt eval time =      38.55 ms /    12 tokens (    3.21 ms per token,   311.26 tokens per second)
2.34.343.990 I slot print_timing: id  2 | task 9848 |        eval time =     403.42 ms /    30 tokens (   13.91 ms per token,    71.89 tokens per second)
2.34.343.991 I slot print_timing: id  2 | task 9848 |       total time =     441.97 ms /    42 tokens
2.34.343.992 I slot print_timing: id  2 | task 9848 |    graphs reused =       9748
2.34.344.105 I slot      release: id  2 | task 9848 | stop processing: n_tokens = 2224, truncated = 0
2.34.356.431 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.984 (> 0.100 thold), f_keep = 0.977
2.34.356.584 I slot launch_slot_: id  2 | task 9879 | processing task, is_child = 0
2.35.192.885 I slot print_timing: id  2 | task 9879 | prompt eval time =      44.50 ms /    35 tokens (    1.27 ms per token,   786.52 tokens per second)
2.35.192.892 I slot print_timing: id  2 | task 9879 |        eval time =     791.68 ms /    58 tokens (   13.89 ms per token,    72.00 tokens per second)
2.35.192.893 I slot print_timing: id  2 | task 9879 |       total time =     836.18 ms /    93 tokens
2.35.192.894 I slot print_timing: id  2 | task 9879 |    graphs reused =       9804
2.35.193.004 I slot      release: id  2 | task 9879 | stop processing: n_tokens = 2265, truncated = 0
2.35.228.653 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.961
2.35.228.810 I slot launch_slot_: id  2 | task 9938 | processing task, is_child = 0
2.35.993.044 I slot print_timing: id  2 | task 9938 | prompt eval time =      40.75 ms /    31 tokens (    1.31 ms per token,   760.77 tokens per second)
2.35.993.051 I slot print_timing: id  2 | task 9938 |        eval time =     723.36 ms /    53 tokens (   13.91 ms per token,    71.89 tokens per second)
2.35.993.052 I slot print_timing: id  2 | task 9938 |       total time =     764.11 ms /    84 tokens
2.35.993.052 I slot print_timing: id  2 | task 9938 |    graphs reused =       9855
2.35.993.149 I slot      release: id  2 | task 9938 | stop processing: n_tokens = 2260, truncated = 0
2.36.004.257 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.984 (> 0.100 thold), f_keep = 0.963
2.36.004.420 I slot launch_slot_: id  2 | task 9992 | processing task, is_child = 0
2.36.715.534 I slot print_timing: id  2 | task 9992 | prompt eval time =      44.04 ms /    35 tokens (    1.26 ms per token,   794.77 tokens per second)
2.36.715.539 I slot print_timing: id  2 | task 9992 |        eval time =     666.94 ms /    49 tokens (   13.89 ms per token,    71.97 tokens per second)
2.36.715.540 I slot print_timing: id  2 | task 9992 |       total time =     710.98 ms /    84 tokens
2.36.715.541 I slot print_timing: id  2 | task 9992 |    graphs reused =       9902
2.36.715.654 I slot      release: id  2 | task 9992 | stop processing: n_tokens = 2260, truncated = 0
2.36.726.847 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.963
2.36.727.007 I slot launch_slot_: id  2 | task 10042 | processing task, is_child = 0
2.37.533.411 I slot print_timing: id  2 | task 10042 | prompt eval time =      44.14 ms /    32 tokens (    1.38 ms per token,   724.98 tokens per second)
2.37.533.417 I slot print_timing: id  2 | task 10042 |        eval time =     762.14 ms /    54 tokens (   14.38 ms per token,    69.54 tokens per second)
2.37.533.418 I slot print_timing: id  2 | task 10042 |       total time =     806.27 ms /    86 tokens
2.37.533.418 I slot print_timing: id  2 | task 10042 |    graphs reused =       9954
2.37.533.528 I slot      release: id  2 | task 10042 | stop processing: n_tokens = 2262, truncated = 0
2.37.566.463 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.962
2.37.566.657 I slot launch_slot_: id  2 | task 10097 | processing task, is_child = 0
2.38.356.781 I slot print_timing: id  2 | task 10097 | prompt eval time =      40.84 ms /    31 tokens (    1.32 ms per token,   759.12 tokens per second)
2.38.356.787 I slot print_timing: id  2 | task 10097 |        eval time =     749.16 ms /    55 tokens (   13.87 ms per token,    72.08 tokens per second)
2.38.356.788 I slot print_timing: id  2 | task 10097 |       total time =     789.99 ms /    86 tokens
2.38.356.789 I slot print_timing: id  2 | task 10097 |    graphs reused =      10007
2.38.356.901 I slot      release: id  2 | task 10097 | stop processing: n_tokens = 2262, truncated = 0
2.38.368.068 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.962
2.38.368.225 I slot launch_slot_: id  2 | task 10153 | processing task, is_child = 0
2.39.132.620 I slot print_timing: id  2 | task 10153 | prompt eval time =      41.00 ms /    31 tokens (    1.32 ms per token,   756.06 tokens per second)
2.39.132.627 I slot print_timing: id  2 | task 10153 |        eval time =     723.27 ms /    53 tokens (   13.91 ms per token,    71.90 tokens per second)
2.39.132.628 I slot print_timing: id  2 | task 10153 |       total time =     764.27 ms /    84 tokens
2.39.132.629 I slot print_timing: id  2 | task 10153 |    graphs reused =      10058
2.39.132.741 I slot      release: id  2 | task 10153 | stop processing: n_tokens = 2260, truncated = 0
2.39.161.144 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 0.963
2.39.161.305 I slot launch_slot_: id  2 | task 10207 | processing task, is_child = 0
2.39.914.224 I slot print_timing: id  2 | task 10207 | prompt eval time =      43.84 ms /    33 tokens (    1.33 ms per token,   752.67 tokens per second)
2.39.914.230 I slot print_timing: id  2 | task 10207 |        eval time =     708.95 ms /    52 tokens (   13.90 ms per token,    71.94 tokens per second)
2.39.914.231 I slot print_timing: id  2 | task 10207 |       total time =     752.79 ms /    85 tokens
2.39.914.232 I slot print_timing: id  2 | task 10207 |    graphs reused =      10108
2.39.914.341 I slot      release: id  2 | task 10207 | stop processing: n_tokens = 2261, truncated = 0
2.39.926.347 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.984 (> 0.100 thold), f_keep = 0.963
2.39.926.520 I slot launch_slot_: id  2 | task 10260 | processing task, is_child = 0
2.40.734.638 I slot print_timing: id  2 | task 10260 | prompt eval time =      44.04 ms /    35 tokens (    1.26 ms per token,   794.70 tokens per second)
2.40.734.645 I slot print_timing: id  2 | task 10260 |        eval time =     763.94 ms /    56 tokens (   13.89 ms per token,    72.00 tokens per second)
2.40.734.646 I slot print_timing: id  2 | task 10260 |       total time =     807.98 ms /    91 tokens
2.40.734.647 I slot print_timing: id  2 | task 10260 |    graphs reused =      10162
2.40.734.757 I slot      release: id  2 | task 10260 | stop processing: n_tokens = 2267, truncated = 0
